timestamp_ms,adc_value,status,heart_rate_bpm,state,loop_number,log_timestamp
260000,3714,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260004,3693,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260008,3681,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260012,3636,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260016,3581,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260020,3568,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260024,3567,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260028,3441,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260032,3440,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260036,3359,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260040,3284,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260044,3246,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260048,3180,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260052,3156,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260056,3045,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260060,2989,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260064,2963,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260068,2927,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260072,2762,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260076,2790,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260080,2672,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260084,2724,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260088,2633,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260092,2565,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260096,2550,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260100,2586,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260104,2606,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260108,2561,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260112,2515,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260116,2500,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260120,2553,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260124,2576,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260128,2531,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260132,2513,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260136,2504,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260140,2535,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260144,2522,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260148,2592,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260152,2488,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260156,2545,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260160,2571,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260164,2572,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260168,2574,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260172,2501,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260176,2587,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260180,2596,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260184,2616,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260188,2528,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260192,2614,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260196,2608,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260200,2601,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260204,2624,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260208,2630,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260212,2584,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260216,2580,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260220,2609,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260224,2606,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260228,2556,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260232,2606,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260236,2548,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260240,2578,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260244,2523,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260248,2586,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260252,2483,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260256,2506,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260260,2483,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260264,2513,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260268,2475,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260272,2481,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260276,2435,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260280,2440,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260284,2429,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260288,2463,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260292,2400,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260296,2425,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260300,2378,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260304,2413,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260308,2353,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260312,2372,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260316,2336,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260320,2294,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260324,2349,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260328,2321,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260332,2286,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260336,2259,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260340,2244,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260344,2284,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260348,2259,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260352,2246,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260356,2222,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260360,2178,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260364,2220,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260368,2162,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260372,2127,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260376,2203,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260380,2203,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260384,2200,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260388,2200,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260392,2163,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260396,2088,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260400,2179,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260404,2178,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260408,2186,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260412,2066,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260416,2130,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260420,2133,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260424,2141,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260428,2101,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260432,2099,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260436,2111,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260440,2164,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260444,2138,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260448,2082,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260452,2027,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260456,2101,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260460,2101,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260464,2132,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260468,2100,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260472,2059,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260476,2043,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260480,2136,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260484,2134,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260488,2072,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260492,2058,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260496,2124,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260500,2154,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260504,2142,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260508,2078,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260512,2096,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260516,2109,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260520,2144,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260524,2087,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260528,2059,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260532,2127,0,70,NORMAL,261,2026-01-27T19:05:49.639575
260536,2116,0,70,NORMAL,261,2026-01-27T19:05:49.639575
