timestamp_ms,adc_value,status,heart_rate_bpm,state,loop_number,log_timestamp
260000,3704,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260004,3672,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260008,3666,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260012,3583,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260016,3609,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260020,3569,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260024,3560,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260028,3441,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260032,3394,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260036,3320,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260040,3311,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260044,3238,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260048,3187,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260052,3059,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260056,3038,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260060,2974,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260064,2913,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260068,2853,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260072,2807,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260076,2791,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260080,2682,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260084,2686,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260088,2616,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260092,2562,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260096,2599,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260100,2559,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260104,2578,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260108,2578,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260112,2554,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260116,2540,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260120,2541,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260124,2550,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260128,2431,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260132,2475,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260136,2492,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260140,2559,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260144,2529,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260148,2560,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260152,2598,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260156,2507,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260160,2571,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260164,2602,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260168,2574,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260172,2513,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260176,2564,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260180,2574,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260184,2597,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260188,2622,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260192,2601,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260196,2501,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260200,2602,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260204,2607,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260208,2577,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260212,2487,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260216,2606,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260220,2584,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260224,2567,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260228,2601,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260232,2479,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260236,2574,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260240,2548,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260244,2532,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260248,2515,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260252,2547,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260256,2505,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260260,2526,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260264,2489,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260268,2505,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260272,2477,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260276,2444,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260280,2426,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260284,2462,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260288,2420,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260292,2368,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260296,2427,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260300,2382,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260304,2381,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260308,2358,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260312,2349,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260316,2334,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260320,2361,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260324,2315,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260328,2341,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260332,2304,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260336,2247,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260340,2320,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260344,2295,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260348,2239,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260352,2210,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260356,2215,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260360,2239,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260364,2234,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260368,2156,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260372,2217,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260376,2232,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260380,2205,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260384,2170,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260388,2204,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260392,2157,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260396,2133,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260400,2171,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260404,2140,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260408,2178,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260412,2099,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260416,2207,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260420,2136,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260424,2130,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260428,2125,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260432,2081,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260436,2083,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260440,2116,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260444,2136,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260448,2114,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260452,2078,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260456,2109,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260460,2111,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260464,2141,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260468,2134,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260472,2145,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260476,2105,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260480,2127,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260484,2154,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260488,2069,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260492,2103,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260496,2080,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260500,2095,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260504,2170,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260508,2141,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260512,2045,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260516,2079,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260520,2100,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260524,2130,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260528,2105,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260532,2100,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260536,2090,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260540,2099,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260544,2156,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260548,2138,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260552,2109,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260556,2074,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260560,2147,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260564,2158,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260568,2189,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260572,2183,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260576,2124,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260580,2185,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260584,2200,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260588,2158,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260592,2164,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260596,2191,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260600,2261,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260604,2281,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260608,2233,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260612,2206,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260616,2217,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260620,2269,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260624,2267,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260628,2206,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260632,2295,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260636,2289,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260640,2324,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260644,2386,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260648,2315,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260652,2313,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260656,2385,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260660,2366,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260664,2336,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260668,2371,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260672,2323,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260676,2413,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260680,2395,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260684,2392,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260688,2424,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260692,2432,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260696,2432,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260700,2476,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260704,2489,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260708,2484,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260712,2493,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260716,2521,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260720,2508,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260724,2489,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260728,2495,0,70,NORMAL,261,2026-03-10T15:12:35.716937
260732,2486,0,70,NORMAL,261,2026-03-10T15:12:35.716937
